ID,PAY_AMT_APRIL,PAY_AMT_FEBRUARY,PAY_AMT_JANUARY,PAY_AMT_JUNE,PAY_AMT_MARCH,PAY_AMT_MAY,PAY_APRIL,PAY_FEBRUARY,PAY_JANUARY,PAY_JUNE,PAY_MARCH,PAY_MAY,BILL_AMT_APRIL,BILL_AMT_FEBRUARY,BILL_AMT_JANUARY,BILL_AMT_JUNE,BILL_AMT_MARCH,BILL_AMT_MAY,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_JULY
3997,2391.0,2466.0,1451.0,2667.0,2316.0,2321.0,0.0,0.0,0.0,0.0,0.0,0.0,69936.0,65942.0,62495.0,69398.0,68118.0,70352.0,70000.0,1,1,3,57,0
4000,1000.0,13000.0,0.0,10000.0,0.0,1000.0,2.0,2.0,2.0,2.0,2.0,2.0,20831.0,20589.0,31018.0,10732.0,21231.0,20501.0,30000.0,1,3,2,23,0
4001,1215.0,609.0,717.0,1610.0,596.0,1374.0,0.0,0.0,0.0,2.0,0.0,0.0,19543.0,19314.0,19320.0,18720.0,20002.0,18932.0,20000.0,2,2,1,36,1
4004,2503.0,1204.0,2000.0,2300.0,1500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,49027.0,28609.0,28302.0,49930.0,49564.0,48261.0,50000.0,2,3,1,35,0
4005,1698.0,3500.0,3000.0,1856.0,24860.0,1000.0,0.0,-1.0,0.0,0.0,0.0,0.0,28561.0,23930.0,26655.0,29993.0,-229.0,29890.0,30000.0,1,2,2,30,0
4010,2000.0,13000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,46979.0,40334.0,49542.0,67940.0,42045.0,45746.0,310000.0,2,1,2,36,0
4012,10076.0,20667.0,15000.0,10000.0,15012.0,60218.0,0.0,0.0,0.0,0.0,0.0,0.0,81365.0,87358.0,103740.0,55241.0,87341.0,49773.0,380000.0,2,3,2,39,0
4013,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-150.0,-150.0,-150.0,-150.0,-150.0,-150.0,240000.0,2,2,1,37,1
4015,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,2,2,1,33,0
4016,1952.0,1468.0,800.0,2621.0,2000.0,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,66533.0,39066.0,39884.0,64155.0,67677.0,65743.0,110000.0,1,1,2,25,0
4021,2000.0,2000.0,3000.0,2000.0,4000.0,2000.0,0.0,0.0,0.0,-1.0,0.0,0.0,10282.0,15571.0,17303.0,10817.0,11797.0,8785.0,300000.0,2,2,2,31,0
4023,2000.0,967.0,886.0,3000.0,2000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,45333.0,28508.0,28814.0,42150.0,27095.0,44148.0,50000.0,1,2,1,36,0
4024,0.0,21414.0,703.0,9.0,821.0,2061.0,0.0,0.0,-1.0,2.0,0.0,2.0,53813.0,23488.0,20022.0,61220.0,22667.0,56388.0,50000.0,1,2,2,34,0
4026,3034.0,2109.0,0.0,3262.0,2440.0,3346.0,0.0,-1.0,-1.0,0.0,0.0,0.0,23231.0,2428.0,2099.0,41357.0,6979.0,22770.0,200000.0,2,2,2,25,0
4028,1724.0,1000.0,47438.0,1786.0,600.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,50154.0,24492.0,22974.0,49392.0,49766.0,50350.0,50000.0,2,1,2,26,0
4030,1106.0,241.0,243.0,1077.0,233.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,5391.0,6528.0,6664.0,3351.0,6401.0,4368.0,50000.0,2,2,1,44,1
4032,480.0,2000.0,3000.0,326.0,1011.0,326.0,-1.0,-1.0,0.0,2.0,-1.0,-1.0,326.0,1011.0,2685.0,326.0,480.0,326.0,180000.0,2,1,1,37,1
4034,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-738.0,-1518.0,-1518.0,-348.0,-1518.0,-738.0,20000.0,1,1,2,23,1
4035,1400.0,1000.0,0.0,2850.0,1600.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,16892.0,19315.0,19859.0,14871.0,18013.0,17461.0,70000.0,2,2,2,23,1
4036,0.0,0.0,0.0,150.0,0.0,0.0,-1.0,-2.0,-2.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,150.0,20000.0,1,1,2,31,0
4037,3008.0,36100.0,22500.0,4012.0,9056.0,2008.0,2.0,0.0,0.0,0.0,0.0,0.0,64222.0,44892.0,76088.0,69412.0,50518.0,69878.0,200000.0,2,2,2,29,0
4044,202074.0,2383.0,98668.0,6114.0,200395.0,4899.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,161295.0,198614.0,2383.0,207571.0,199803.0,182384.0,360000.0,1,2,1,28,0
4048,1600.0,0.0,1500.0,3155.0,2100.0,1600.0,0.0,0.0,2.0,0.0,0.0,0.0,16404.0,18925.0,18483.0,12750.0,17424.0,15359.0,90000.0,2,2,2,24,0
4050,30000.0,3200.0,0.0,3504.0,3300.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,60324.0,89040.0,90716.0,73326.0,88057.0,68712.0,170000.0,2,1,1,45,0
4051,0.0,0.0,0.0,27.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,-27.0,-27.0,-27.0,8385.0,-27.0,-27.0,300000.0,2,1,1,36,0
4052,2784.0,1000.0,457.0,3500.0,1882.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,77025.0,21604.0,9352.0,77883.0,66725.0,78749.0,80000.0,2,2,2,24,0
4057,4206.0,3421.0,3642.0,6300.0,3366.0,8138.0,0.0,0.0,0.0,0.0,0.0,0.0,162330.0,97018.0,96056.0,169763.0,110034.0,166286.0,170000.0,1,4,2,28,0
4059,18346.0,4167.0,399.0,1672.0,3900.0,3677.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3677.0,3900.0,4167.0,33147.0,18346.0,1672.0,230000.0,2,1,2,29,0
4060,2000.0,1203.0,500.0,11.0,3000.0,2505.0,0.0,0.0,0.0,2.0,0.0,2.0,20192.0,36290.0,19774.0,21136.0,19459.0,20043.0,20000.0,1,2,1,45,1
4065,1600.0,0.0,1000.0,2000.0,2500.0,1300.0,0.0,0.0,2.0,0.0,0.0,0.0,19829.0,15648.0,15255.0,71047.0,17692.0,19161.0,320000.0,2,3,1,33,0
4066,1248.0,0.0,0.0,0.0,1479.0,0.0,-2.0,-1.0,-1.0,1.0,-1.0,-2.0,0.0,1479.0,0.0,0.0,1248.0,0.0,320000.0,2,1,1,33,0
4067,4300.0,3600.0,3100.0,14000.0,3063.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,239921.0,47774.0,34617.0,478623.0,184874.0,466444.0,500000.0,1,2,1,41,0
4068,2013.0,18.0,89898.0,4340.0,1510.0,5491.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,5477.0,1500.0,-51183.0,3234.0,4490.0,4324.0,140000.0,1,1,2,28,0
4069,1000.0,1000.0,0.0,1518.0,300.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,14232.0,1976.0,2976.0,16194.0,14676.0,17120.0,60000.0,2,2,2,41,0
4070,3.0,10000.0,1854.0,390.0,20077.0,1000.0,-1.0,-1.0,0.0,-1.0,2.0,2.0,1000.0,18127.0,23563.0,4743.0,543.0,390.0,30000.0,2,1,1,52,0
4071,1800.0,2000.0,2000.0,2352.0,2000.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,45492.0,46371.0,47603.0,65460.0,45482.0,65721.0,70000.0,1,3,2,32,1
4074,0.0,1000.0,300.0,6000.0,600.0,1800.0,2.0,0.0,0.0,0.0,2.0,0.0,61748.0,28301.0,29301.0,56473.0,58583.0,61514.0,60000.0,1,2,2,25,0
4075,0.0,1015.0,0.0,0.0,4139.0,2320.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2320.0,4139.0,0.0,1013.0,0.0,0.0,430000.0,2,1,1,37,1
4076,100.0,300.0,0.0,1500.0,600.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,19640.0,18679.0,15000.0,17241.0,19114.0,18463.0,20000.0,2,1,1,58,0
4078,1757.0,1717.0,1741.0,3018.0,1674.0,2824.0,0.0,0.0,0.0,0.0,0.0,0.0,65847.0,47073.0,47283.0,62809.0,46992.0,64781.0,210000.0,1,2,1,35,0
4085,0.0,6689.0,0.0,0.0,205.0,1686.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1686.0,205.0,6689.0,2139.0,1686.0,0.0,140000.0,1,3,1,41,0
4086,9000.0,5000.0,5000.0,0.0,5000.0,14000.0,0.0,0.0,0.0,1.0,0.0,2.0,288543.0,132211.0,133946.0,292907.0,209443.0,285272.0,290000.0,2,2,1,48,1
4089,3577.0,12000.0,1025.0,5666.0,2955.0,5802.0,0.0,0.0,0.0,0.0,0.0,0.0,150150.0,123627.0,48175.0,164269.0,139178.0,160608.0,440000.0,2,1,2,33,0
4092,1000.0,2000.0,1000.0,1500.0,800.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,18417.0,18985.0,18184.0,34664.0,18877.0,17242.0,50000.0,1,2,3,53,0
4093,7100.0,9300.0,9500.0,5000.0,8700.0,3000.0,2.0,2.0,2.0,2.0,2.0,2.0,177663.0,185910.0,191895.0,178367.0,180312.0,179062.0,190000.0,1,3,1,49,1
4096,0.0,0.0,0.0,0.0,20.0,233.0,-1.0,-1.0,-1.0,1.0,2.0,-2.0,233.0,20.0,0.0,0.0,233.0,0.0,230000.0,2,2,2,28,0
4097,2084.0,5800.0,4138.0,435.0,161110.0,635.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,635.0,161110.0,149941.0,435.0,2084.0,435.0,190000.0,1,2,1,49,0
4098,3000.0,3000.0,9000.0,3000.0,3000.0,61000.0,-1.0,0.0,0.0,0.0,0.0,-1.0,57899.0,30244.0,25474.0,56965.0,30345.0,2495.0,60000.0,2,2,1,45,0
4100,0.0,2234.0,1000.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,2234.0,0.0,0.0,0.0,330000.0,2,2,1,27,0
4102,495.0,0.0,546.0,536.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,162.0,495.0,536.0,200000.0,1,2,2,37,0
4103,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,2,1,2,46,1
4107,700.0,866.0,618.0,2100.0,670.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,49584.0,18518.0,19078.0,48726.0,19791.0,49050.0,50000.0,1,2,2,51,1
4111,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,2,2,2,33,0
4112,0.0,0.0,0.0,5.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,-2953.0,-2953.0,-2953.0,3717.0,-2953.0,-2953.0,420000.0,1,3,1,53,0
4113,767.0,931.0,1068.0,2016.0,87150.0,1049.0,0.0,-1.0,0.0,0.0,-1.0,0.0,9739.0,53599.0,25276.0,47556.0,579.0,36675.0,500000.0,1,1,1,42,0
4114,500.0,1000.0,0.0,1000.0,0.0,1800.0,2.0,2.0,2.0,1.0,2.0,2.0,9528.0,9427.0,10118.0,7134.0,9725.0,7872.0,30000.0,2,2,2,24,0
4115,0.0,2398.0,671.0,78.0,89.0,1897.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1897.0,89.0,2398.0,6012.0,0.0,0.0,230000.0,2,1,1,35,1
4119,0.0,1300.0,2443.0,5000.0,4448.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,4448.0,5667.0,22604.0,0.0,26906.0,270000.0,2,1,1,33,0
4122,2000.0,1000.0,1100.0,2000.0,26100.0,2000.0,0.0,-1.0,0.0,0.0,0.0,0.0,16084.0,24621.0,25073.0,28729.0,4432.0,28305.0,30000.0,1,2,1,32,0
4123,2716.0,911.0,500.0,2005.0,1000.0,2005.0,0.0,0.0,0.0,-1.0,0.0,0.0,30994.0,12135.0,12270.0,33436.0,20244.0,31231.0,50000.0,2,2,3,34,1
4124,1500.0,1000.0,500.0,1600.0,1000.0,1700.0,0.0,0.0,0.0,2.0,0.0,0.0,17210.0,18843.0,19586.0,15037.0,18098.0,16078.0,20000.0,2,1,2,29,1
4127,9000.0,0.0,5500.0,7500.0,14000.0,8000.0,0.0,0.0,2.0,0.0,0.0,0.0,156282.0,172190.0,148963.0,149069.0,161163.0,152317.0,180000.0,2,1,1,30,1
4128,26561.0,21738.0,0.0,8625.0,10456.0,998.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,993.0,10456.0,31581.0,1978.0,26454.0,8583.0,360000.0,1,2,2,34,0
4129,1112.0,255.0,651.0,1084.0,246.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,5718.0,6861.0,7005.0,3686.0,6727.0,4699.0,270000.0,1,1,1,40,0
4132,1372.0,836.0,686.0,686.0,0.0,686.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,686.0,686.0,836.0,686.0,1372.0,686.0,120000.0,2,2,1,30,0
4134,3002.0,1059.0,551.0,2054.0,3008.0,4027.0,0.0,0.0,0.0,0.0,0.0,0.0,41733.0,36170.0,31775.0,44566.0,34534.0,41007.0,320000.0,2,1,2,35,0
4136,326.0,5000.0,5000.0,326.0,76465.0,326.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,326.0,76465.0,79695.0,326.0,326.0,326.0,180000.0,2,2,2,31,0
4137,5136.0,5237.0,4396.0,11837.0,5183.0,6070.0,0.0,0.0,0.0,0.0,0.0,0.0,182911.0,152708.0,133584.0,223483.0,156432.0,183900.0,190000.0,1,2,1,23,1
4140,5200.0,400.0,5000.0,3500.0,5300.0,13000.0,2.0,2.0,2.0,2.0,2.0,2.0,146648.0,149356.0,145262.0,137564.0,147865.0,137327.0,150000.0,2,2,2,28,1
4142,46789.0,30824.0,6269.0,4885.0,10.0,906.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,906.0,2175.0,30824.0,7098.0,46353.0,4863.0,330000.0,2,3,1,27,0
4145,2700.0,1500.0,1600.0,4010.0,1500.0,4431.0,0.0,0.0,0.0,0.0,0.0,0.0,103276.0,39457.0,39424.0,107793.0,67886.0,102676.0,110000.0,1,3,1,37,0
4146,20000.0,720.0,1800.0,0.0,1000.0,1000.0,-1.0,0.0,0.0,1.0,-1.0,2.0,243.0,20157.0,20182.0,12589.0,19853.0,716.0,20000.0,1,2,2,25,0
4147,1000.0,1000.0,1000.0,982.0,1000.0,6500.0,0.0,0.0,0.0,1.0,0.0,-1.0,6566.0,7385.0,7847.0,-84.0,6905.0,482.0,180000.0,2,2,1,33,0
4148,1482.0,913.0,779.0,1950.0,1040.0,1949.0,0.0,0.0,0.0,2.0,0.0,0.0,46693.0,30669.0,30218.0,47121.0,31040.0,46623.0,50000.0,1,2,2,24,0
4152,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,101.0,0.0,0.0,240000.0,2,2,1,48,1
4154,1400.0,20000.0,0.0,2200.0,500.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,48493.0,19000.0,39000.0,64860.0,48824.0,64533.0,70000.0,2,1,2,37,0
4155,1748.0,608.0,4059.0,195.0,3890.0,1542.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,1442.0,3871.0,606.0,900.0,1740.0,195.0,300000.0,1,2,1,30,0
4156,0.0,416.0,0.0,416.0,832.0,832.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,832.0,832.0,416.0,0.0,0.0,416.0,280000.0,1,1,2,35,0
4157,10000.0,11745.0,686.0,3000.0,20145.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,66131.0,72617.0,66787.0,74664.0,58430.0,63540.0,230000.0,2,2,2,30,0
4159,10528.0,3147.0,5011.0,1035.0,17907.0,29944.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29944.0,17907.0,3147.0,881.0,10528.0,1035.0,500000.0,2,1,1,56,0
4161,3000.0,3000.0,6200.0,3000.0,5522.0,2929.0,0.0,0.0,0.0,0.0,0.0,0.0,81244.0,75589.0,77373.0,81066.0,80391.0,80873.0,80000.0,1,3,1,36,0
4162,4233.0,0.0,13391.0,4374.0,6092.0,15037.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,15020.0,5934.0,158.0,14401.0,4233.0,4374.0,80000.0,2,1,2,31,0
4163,5037.0,1330.0,3800.0,882.0,1100.0,6900.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,6531.0,1100.0,1330.0,515.0,6313.0,882.0,120000.0,2,1,2,34,0
4164,7200.0,6500.0,6000.0,5500.0,6500.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,152678.0,159719.0,163649.0,147934.0,157337.0,149485.0,250000.0,2,2,2,33,0
4165,1000.0,0.0,1000.0,2000.0,1800.0,1500.0,0.0,0.0,2.0,0.0,0.0,0.0,42361.0,20295.0,19439.0,94228.0,19574.0,47635.0,50000.0,2,2,2,36,1
4166,0.0,3000.0,0.0,9000.0,12000.0,8000.0,0.0,2.0,2.0,0.0,2.0,0.0,43563.0,50758.0,36922.0,45694.0,40909.0,52361.0,190000.0,1,2,2,26,0
4168,1200.0,1504.0,1683.0,3869.0,1461.0,2742.0,0.0,0.0,0.0,0.0,0.0,0.0,59942.0,27461.0,28504.0,57530.0,28934.0,59869.0,60000.0,1,3,2,25,0
4169,10000.0,5000.0,5000.0,10000.0,6000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,103459.0,74627.0,52057.0,180225.0,80237.0,85799.0,310000.0,2,2,1,40,0
4172,0.0,1624.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1624.0,0.0,0.0,0.0,330000.0,1,1,2,37,0
4174,12000.0,4800.0,6500.0,9000.0,0.0,100000.0,0.0,2.0,0.0,0.0,0.0,0.0,124718.0,124279.0,123748.0,23758.0,133102.0,31278.0,180000.0,1,1,2,26,0
4175,2688.0,2253.0,9816.0,1883.0,20.0,651.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,651.0,1000.0,2253.0,651.0,2688.0,1883.0,180000.0,2,1,2,28,0
4176,390.0,390.0,0.0,1261.0,390.0,1261.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1261.0,390.0,390.0,1261.0,390.0,1261.0,100000.0,2,2,1,49,0
4178,2001.0,100.0,4737.0,2000.0,2001.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,18589.0,19892.0,24338.0,16128.0,18607.0,17441.0,20000.0,1,2,2,33,0
4180,1700.0,2441.0,2000.0,3000.0,1700.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,56718.0,45959.0,47635.0,62188.0,47191.0,62848.0,70000.0,1,3,1,64,0
4182,1404.0,0.0,822.0,1313.0,0.0,1481.0,0.0,0.0,0.0,-1.0,0.0,0.0,19261.0,17016.0,15725.0,19681.0,20184.0,19968.0,20000.0,2,3,2,50,0
4184,316.0,316.0,1844.0,316.0,316.0,316.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,316.0,316.0,316.0,316.0,316.0,316.0,120000.0,2,1,2,26,0
4185,5018.0,7007.0,6000.0,5005.0,10006.0,10002.0,0.0,0.0,0.0,0.0,0.0,0.0,129558.0,133223.0,136004.0,152375.0,131476.0,122540.0,150000.0,1,1,1,44,1
4186,705.0,730.0,700.0,0.0,750.0,1310.0,0.0,0.0,0.0,2.0,0.0,2.0,50205.0,20263.0,19864.0,52156.0,20218.0,51041.0,50000.0,1,2,2,23,1
4187,105000.0,0.0,0.0,10000.0,55000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,57051.0,182265.0,0.0,325445.0,161651.0,202853.0,320000.0,1,1,1,33,0
4189,1505.0,80934.0,2700.0,3260.0,1250.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,35329.0,18833.0,93329.0,91282.0,29368.0,45885.0,300000.0,1,1,1,35,0
4192,73427.0,31840.0,12577.0,45000.0,7759.0,100000.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,106276.0,7759.0,31840.0,94657.0,73331.0,34529.0,360000.0,2,1,1,35,1
4193,12323.0,3083.0,6424.0,1003.0,8026.0,848.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,846.0,19206.0,17034.0,2104.0,12319.0,998.0,200000.0,1,2,1,33,0
4194,4000.0,6000.0,5000.0,6000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,23681.0,25490.0,31258.0,13358.0,20869.0,19102.0,250000.0,2,2,1,25,0
4195,316.0,316.0,8611.0,312.0,316.0,2376.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,2368.0,316.0,316.0,316.0,316.0,312.0,210000.0,2,3,2,45,0
4198,4000.0,2800.0,3000.0,4600.0,2900.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,102229.0,72666.0,63714.0,112039.0,83779.0,114347.0,190000.0,2,1,2,28,0
4199,6222.0,17425.0,17007.0,11632.0,15121.0,4987.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4987.0,15121.0,17425.0,54798.0,6222.0,11632.0,230000.0,2,3,1,44,0
4200,2372.0,2574.0,2759.0,2659.0,2360.0,2656.0,0.0,0.0,0.0,0.0,0.0,0.0,71958.0,68769.0,68955.0,82214.0,68808.0,74983.0,100000.0,1,3,1,49,0
4201,20000.0,20056.0,16987.0,19000.0,20000.0,20036.0,0.0,0.0,0.0,0.0,0.0,0.0,485511.0,500723.0,511905.0,484798.0,488800.0,475282.0,580000.0,2,1,1,31,0
4202,2190.0,0.0,0.0,4342.0,3990.0,4017.0,0.0,0.0,-2.0,0.0,0.0,0.0,67093.0,0.0,0.0,112022.0,30166.0,85788.0,160000.0,1,2,1,27,1
4203,5005.0,4001.0,3016.0,3099.0,2000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,35136.0,27197.0,26528.0,59617.0,34163.0,47807.0,60000.0,1,2,1,57,0
4206,1000.0,0.0,0.0,47000.0,0.0,2000.0,0.0,0.0,-2.0,0.0,0.0,0.0,49412.0,0.0,0.0,49195.0,49590.0,48496.0,50000.0,2,3,1,49,1
4207,5020.0,331788.0,10002.0,5000.0,81569.0,6000.0,0.0,0.0,-1.0,0.0,0.0,0.0,91908.0,-81334.0,142645.0,122825.0,90857.0,88273.0,260000.0,2,1,1,36,0
4212,5269.0,2280.0,0.0,770.0,1329.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,770.0,1329.0,3609.0,796.0,5259.0,770.0,200000.0,2,1,1,42,0
4214,0.0,0.0,0.0,10952.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,73.0,0.0,10925.0,390000.0,1,1,2,37,1
4215,6248.0,0.0,3428.0,7961.0,4112.0,1452.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1452.0,4112.0,0.0,7618.0,6248.0,7961.0,200000.0,2,1,2,28,0
4216,0.0,0.0,3462.0,4000.0,3179.0,1446.0,2.0,2.0,2.0,0.0,2.0,0.0,41226.0,42788.0,41947.0,37672.0,40263.0,40743.0,300000.0,2,3,1,39,0
4217,3798.0,4362.0,12114.0,2751.0,8774.0,4592.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4592.0,8717.0,4362.0,3022.0,3798.0,2742.0,170000.0,2,2,1,51,0
4224,4000.0,4000.0,2106.0,5012.0,5000.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,115173.0,112083.0,81362.0,130565.0,108310.0,131878.0,130000.0,1,2,2,33,0
4226,3700.0,2000.0,0.0,2000.0,1800.0,3600.0,0.0,2.0,2.0,0.0,0.0,0.0,44788.0,48617.0,49669.0,40851.0,47728.0,41891.0,60000.0,1,1,2,29,0
4228,0.0,1396.0,1350.0,2277.0,2483.0,1521.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1521.0,2483.0,1396.0,0.0,0.0,2277.0,40000.0,1,1,2,35,0
4229,4100.0,4000.0,3900.0,4409.0,3800.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,120847.0,107310.0,105958.0,123474.0,121040.0,125565.0,140000.0,1,2,2,36,1
4231,114593.0,439.0,497.0,0.0,5823.0,1777.0,-1.0,0.0,0.0,-2.0,-1.0,-2.0,1740.0,66257.0,12106.0,85663.0,97961.0,-37.0,170000.0,2,5,2,24,0
4234,7000.0,0.0,2003.0,8100.0,2.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,100407.0,179.0,-336.0,173742.0,88717.0,167837.0,320000.0,1,2,2,34,0
4235,0.0,2363.0,390.0,0.0,50108.0,0.0,-2.0,-1.0,0.0,0.0,-2.0,0.0,0.0,50108.0,50765.0,51400.0,0.0,0.0,50000.0,1,2,1,46,0
4236,0.0,0.0,0.0,0.0,0.0,2500.0,-1.0,2.0,2.0,-1.0,2.0,-1.0,2500.0,2500.0,2500.0,10603.0,2500.0,0.0,200000.0,2,1,2,27,0
4237,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,1,1,2,29,1
4240,5800.0,3000.0,3100.0,0.0,2900.0,3400.0,2.0,2.0,2.0,1.0,2.0,2.0,70415.0,75527.0,77171.0,69830.0,74443.0,68108.0,120000.0,2,3,1,39,0
4241,0.0,16764.0,9118.0,3856.0,15104.0,13000.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,12996.0,15104.0,16764.0,8606.0,8788.0,3856.0,260000.0,2,1,1,42,0
4242,0.0,2757.0,2056.0,893.0,0.0,331.0,2.0,2.0,-1.0,-1.0,2.0,-1.0,1224.0,0.0,2757.0,10000.0,331.0,893.0,360000.0,2,1,1,42,0
4246,2537.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,2537.0,0.0,180000.0,2,1,1,31,0
4247,1200.0,700.0,0.0,1600.0,2600.0,1600.0,0.0,0.0,3.0,0.0,0.0,0.0,18335.0,20624.0,20702.0,16294.0,18935.0,17327.0,20000.0,2,2,1,46,1
4249,1781.0,1470.0,37546.0,7389.0,7123.0,2691.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2691.0,7123.0,1470.0,1919.0,1781.0,7381.0,400000.0,2,1,2,30,0
4255,1232.0,0.0,0.0,30013.0,1000.0,2000.0,0.0,0.0,0.0,-1.0,0.0,-1.0,27731.0,20722.0,0.0,640.0,28177.0,29013.0,30000.0,2,1,2,25,0
4256,69000.0,2671.0,2888.0,1816.0,2578.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,44370.0,69011.0,70460.0,80533.0,85115.0,42126.0,130000.0,2,2,2,31,0
4257,7000.0,326.0,7276.0,7000.0,5000.0,7000.0,0.0,0.0,-1.0,0.0,0.0,0.0,24410.0,7325.0,326.0,12595.0,29184.0,18704.0,180000.0,2,1,2,28,0
